Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
と2,数量詞＋と＜累加＞,N3,①人々は一人、二人と集ってきた。,うちの庭のバラが一つ、二つと咲き始めた。,うちの,庭のバラが,一つ、,二つと,咲き,始めた。,"Sự kết hợp tăng dần của số từ ""一つ、二つと"" (một bông, hai bông...) đóng vai trò bổ ngữ thể hiện sự tích lũy, tăng dần theo tiến độ của hiện tượng tự nhiên ""咲き始めた""."
と2,数量詞＋とV－ない,N2,①禁煙しようという彼の決心は三日と続かなかった。,彼の新しい趣味は一ヶ月と続かなかったようだ。,彼の,新しい趣味は,一ヶ月と,続か,なかった,ようだ。,"Cấu trúc ""Số từ + と + V-ない"" dùng để nhấn mạnh tính chất ngắn ngủi của thời gian trong đời sống. ""一ヶ月と"" đi liền với động từ phủ định ""続かなかった"" ý nói không kéo dài nổi đến một tháng."
と2,にととV－ない　→【にとと～ない】擬態語＋と,N4,①器はゆっくりと立ち上がった。,彼女は私の顔を見てにっこりと嬉しそうに笑った。,彼女は,私の顔を,見て,にっこりと,嬉しそうに,笑った。,"Từ mô phỏng trạng thái ""にっこりと"" (mỉm cười rạng rỡ) đóng vai trò làm trạng từ, đứng trước bổ nghĩa trực tiếp cho trạng thái tâm trạng ""嬉しそうに"" và hành động chính ""笑った""."
とあいまって,Nとあいまって,N1,①彼の現代的な建築は背景のすばらしい自然とあいまって、シンプルでやすらぎのある空間を生み出している。,この店の美味しい料理は、落ち着いた雰囲気とあいまって、大人気となっている。,この店の,美味しい料理は、,落ち着いた,雰囲気と,あいまって、,大人気となっている。,"Mẫu câu ""Nとあいまって"" thể hiện sự cộng hưởng, kết hợp giữa hai yếu tố chất lượng. ""美味しい料理"" hòa quyện cùng không gian ""落ち着いた雰囲気"" tạo nên một kết quả vượt trội ở vế sau."
とあって,～とあって　Nとあって　Vとあって,N2,①今日は三連休とあって、全国の行楽地は家族連れの観光客で賑わいました。,今日はクリスマス前とあって、デパートは買い物客で混雑している。,今日は,クリスマス前と,あって、,デパートは,買い物客で,混雑している。,"Cấu trúc ""～とあって"" chỉ lý do, hoàn cảnh đặc biệt xảy ra ở vế trước (trước ngày Giáng sinh), dẫn đến tình huống tất yếu diễn ra ở vế sau ""デパートは買い物客で混雑している""."
とあって,～とあっては,N2,①伊藤さんの頼みとあっては、断れない。,困っている家族の頼みとあっては、断るわけにはいかない。,困っている,家族の,頼みと,あっては、,断るわけには,いかない。,"Cấu trúc ""～とあっては"" giả định hoặc nhấn mạnh một tình huống đặc biệt mang tính bắt buộc (nếu là lời nhờ vả của gia đình). Từ đó dẫn đến một hệ quả tất yếu về bổn phận ở vế sau."
といい,N/Naだといい　A-いといい　V-るといい　｢と1-3｣と｢いい｣が結び付いたもの。｢とよい｣はそのやや改まった形。V-るといい<勧め>,N4,①この株は今買うといいですよ。,体調が悪いなら、今日は無理しないで早く寝るといいですよ。,体調が悪いなら、,今日は,無理しないで,早く寝ると,いい,ですよ。,"Sự kết hợp giữa động từ thể từ điển ""早く寝ると"" và tính từ ""いい"" tạo thành mẫu câu đưa ra lời khuyên hoặc gợi ý nhẹ nhàng cho đối phương trong giao tiếp đời sống hàng ngày."
といい,～といい<願望>,N4,①生まれてくる子供が､女の子だといいなあ。,明日の家族旅行は、天気が晴れるといいなあ。,明日の,家族旅行は、,天気が,晴れると,いい,なあ。,"Cấu trúc ""～といいなあ"" biểu thị nguyện vọng, ước muốn của người nói về một sự việc tốt đẹp. Hành động tương lai ""晴れると"" đi kèm từ đánh giá ""いい"" và thán từ ước ao ""なあ""."
といい,～とよかった（のに）,N3,①A：とても楽しい旅行だったわよ。あなたも来るとよかつたのに。B：行けるとよかったんだけど､急用ができてしまってね。,昨日のセールは安かったから、あなたも一緒に行けるとよかったのに。,昨日の,セールは安かったから、,あなたも,一緒に行けると,よかった,のに。,"Mẫu câu ""～とよかったのに"" thể hiện sự nuối tiếc về một điều trái với thực tế đã xảy ra trong đời sống. Sự kết hợp giữa khả năng ""行けると"" và ""よかったのに"" nhấn mạnh sự tiếc nuối."
といい～といい,NといいNといい,N2,①社長といい､専務といい、この会社の幹部は古くさい頭の持ち主ばかりだ。,このアパートは、日当たりといい広さといい、一人暮らしに本当にぴったりだ。,このアパートは、,日当たりといい,広さといい、,一人暮らしに,本当に,ぴったりだ。,"Mẫu câu ""N1といいN2といい"" đưa ra hai khía cạnh tiêu biểu của sự vật (hướng nắng và độ rộng) nhằm làm cơ sở đưa ra đánh giá, nhận xét tổng quan mang tính thích hợp ở vế câu tiếp theo."
