Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
れる1,NはVいち－れる＜性質＞,N4,①この野菜はなまでは食べられない。,このマニュアルは、専門知識がなくても簡単に読めます。,このマニュアルは、,専門知識が,なくても,簡単に,読めます,。,"Thể khả năng dùng để biểu thị tính chất của sự vật (読む -> 読める). 「専門知識が」 đi với ngữ pháp 「なくても」 tạo thành vế giả định ""dù không có kiến thức chuyên môn"". Cụm 「簡単に読めます」 đóng vai trò kết luận về đặc tính của cuốn cẩm nang này là rất dễ đọc, dễ tiếp cận đối với bất kỳ ai."
れる2,,N4,①車にはねられで怪我をした。,取引先の社長に急な会食に誘われましたが、先約がありお断りしました。,取引先の社長に,急な,会食に,誘われ,ました,が、先約がありお断りしました。,"Thể bị động hành động khách quan của động từ nhóm 1 (誘う -> 誘われる). 「取引先の社長に」 chỉ đối tượng thực hiện hành động mời. 「急な」 bổ nghĩa cho 「会食に」 chỉ mục đích hướng tới. 「誘われました」 biểu thị việc chủ ngữ được mời, đi trước trợ từ nghịch tiếp 「が」 để dẫn dắt đến hành động từ chối khéo léo ở vế sau."
れる2,ろくなN～ない,N2,①こんな安月給ではろくな家に住めない。,最近は業務が忙しすぎて、ろくな休息も取れていない状況です。,最近は業務が忙しすぎて、,ろくな,休息も,取れて,いない,状況です。,"Cấu trúc 「ろくな + Danh từ + Phủ định」 mang ý nghĩa ""không có một cái... nào ra trò / tử tế"". 「ろくな」 bổ nghĩa trực tiếp cho 「休息」 (sự nghỉ ngơi), đi kèm trợ từ 「も」 để nhấn mạnh mức độ tối thiểu. 「取れていない」 là dạng phủ định khả năng tiếp diễn, diễn tả trạng thái bế tắc kéo dài trong công việc."
れる2,ろくでもないN,N2,①花子はろくでもない男に夢中になっている。,彼はいつも大事な会議でろくでもないアイデアばかり提案するので困ります。,彼はいつも,大事な会議で,ろくでもない,アイデアばかり,提案する,ので困ります。,"Cấu trúc 「ろくでもない + Danh từ」 có nghĩa là ""chẳng ra gì / vớ vẩn / vô giá trị"". 「大事な会議で」 chỉ bối cảnh hành động xảy ra. Cụm 「ろくでもない」 bổ nghĩa cho danh từ 「アイデア」. Trợ từ 「ばかり」 đi sau danh từ biểu thị sự lặp đi lặp lại của những thứ tồi tệ, đứng trước động từ 「提案する」 để làm rõ nguyên nhân."
れる2,ろくにV－ない,N2,①テストも近いというのに、あの子ったらろくに勉強もしないんだから。,彼は重要な契約書をろくに読みもしないでサインしてしまった。,彼は重要な,契約書を,ろくに,読みもしないで,サインして,しまった。,Cấu trúc 「ろくに + Động từ thể phủ định」 diễn tả việc không thực hiện hành động một cách đầy đủ hoặc tử tế. Ở đây sử dụng cấu trúc nhấn mạnh 「読みもしないで」 (thậm chí không thèm đọc kỹ). 「契約書を」 là tân ngữ của hành động. Vế cuối 「サインしてしまった」 thể hiện sự bất cẩn dẫn đến kết quả đáng tiếc.
ろくろく,ろくろくV－ない,N2,①電気屋さんで新製品のカタログを山ほどくれたが、どれもろくろく見ないで捨ててしまった。,締め切りに追われて、提出された書類をろくろく確認もしないで承認してしまいました。,締め切りに追われて、,提出された,書類を,ろくろく確認も,しないで,承認してしまいました。,Cấu trúc phó từ 「ろくろく + Phủ định」 tương tự như ろくに nhưng mang sắc thái trang trọng và nhấn mạnh hơn vào việc thiếu chỉn chu. 「提出された」 bổ nghĩa cho 「書類を」. Cụm 「ろくろく確認もしないで」 mang nghĩa là không kiểm tra một cách kỹ lưỡng gì cả đã vội vàng thực hiện hành động phê duyệt lỗi 「承認してしまいました」.
わ～わ,～わ～わ（で）,N2,①昨日は山登りに行ったが、雨に降られるわ道に迷うわで、散々だった。,今日はシステムが故障するわ客からクレームが来るわで本当に大変な一日だった。,今日は,システムが故障するわ,客から,クレームが来るわ,で本当に,大変な一日だった。,"Cấu trúc 「～わ～わで」 dùng để liệt kê dồn dập các sự việc tiêu cực xảy ra cùng lúc, làm nguyên nhân cho kết quả tồi tệ phía sau. Hai vế 「システムが故障するわ」 (hệ thống hỏng) và 「客からクレームが来るわ」 (khách hàng phàn nàn) liên kết với nhau thông qua trợ từ 「で」 nhằm nhấn mạnh một ngày làm việc hỗn loạn và vô cùng vất vả."
わ～わ,V－るわV－るわ,N2,①新しくできた水族館に行ったら、人がいるわいるわ、魚なんか全然見えないぐらいの人出だった。,新商品の発表会を開催したら、注文が来るわ来るわ対応が追いつかないほどだった。,新商品の発表会を開催したら、,注文が,来るわ,来るわ,対応が,追いつかないほどだった。,"Cấu trúc lặp lại cùng một động từ thể từ điển 「V-るわV-るわ」 dùng để biểu thị sự kinh ngạc trước số lượng lớn hoặc tính chất dồn dập, liên tục của sự việc. 「注文が来るわ来るわ」 miêu tả cảnh tượng các đơn đặt hàng mới đổ về tới tấp ngoài mong đợi, dẫn đến hệ quả kinh doanh bận rộn ở vế sau."
わけがない,N　な／である　わけがない　Naなわけがない　A／V　わけがない,N3,①あいつが犯人なわけ（が）ないじゃないか。,この厳重に管理された機密情報が競合他社に簡単に漏れるわけがない。,この厳重に管理された,機密情報が,競合他社に,簡単に漏れる,わけがない,。,Cấu trúc phủ định tuyệt đối dựa trên lý luận logic 「わけがない」 (không đời nào / tuyệt đối không có lý do gì để...). 「機密情報が」 làm chủ ngữ cho mệnh đề phụ. 「競合他社に」 chỉ hướng đối tượng tiếp nhận thông tin rò rỉ. Động từ thể thông thường 「簡単に漏れる」 kết hợp trực tiếp với 「わけがない」 để khẳng định tính bảo mật cao.
わけだ,～わけだ＜結論＞,N3,①イギリスとは時差が8時間あるから、日本が11時ならイギリスは3時なわけだ。,両社の社長が契約書に署名したのだから、このプロジェクトは今日から正式に始動するわけだ。,両社の社長が契約書に署名したのだから、このプロジェクトは,今日から,正式に,始動する,わけだ,。,"Cấu trúc 「わけだ」 dùng để đưa ra một kết luận logic mang tính hiển nhiên dựa trên một sự thật đã được thiết lập sẵn ở vế trước (のだから). Sau khi tổng giám đốc hai bên đã ký kết hợp đồng, thì việc dự án này 「今日から」 (từ ngày hôm nay) 「正式に始動するわけだ」 (chính thức bắt đầu vận hành) là một kết quả hoàn toàn hợp lý."
