"Grammar","Usage","JLPT Level","Reference Example","Original Example","Prefix","Chunk1","Chunk2","Chunk3","Chunk4","Suffix","Explanation"
"ながら","～ながら＜様態＞ Nながら R－ながら","N2","①いつもながら、見事なお手並みですね。","彼女が涙ながらに語った真実は、人々を動かした。","彼女が","涙","ながらに","語った真実は、","人々を動かした。","","1. 「涙」 là danh từ chỉ trạng thái biểu cảm. 2. 「ながらに」 đi sau danh từ biểu thị trạng thái không thay đổi từ lúc bắt đầu (trong làn nước mắt/vừa khóc vừa...). 3. 「語った真実は、」 là mệnh đề định ngữ bổ nghĩa cho danh từ 「真実」 đóng vai trò làm chủ ngữ chính của câu. 4. 「人々を動かした」 là vị ngữ thể hiện kết quả tác động mạnh mẽ đến người nghe."
"ながら","ながら A－いながら R－ながら","N3","①このバイクは小型ながら馬力がある。","彼は若いながらも、優れた洞察力で真相を見抜いた。","彼は","若い","ながらも、","優れた洞察力で","真相を見抜いた。","","1. 「若い」 là tính từ đuôi -i bổ nghĩa cho trạng thái của chủ ngữ. 2. 「ながらも、」 đi liền sau tính từ thể từ điển biểu thị sự nhượng bộ trái ngược (tuy còn trẻ nhưng...). 3. 「優れた洞察力で」 là cụm từ chỉ phương tiện/công cụ hành động bổ nghĩa cho động từ chính. 4. 「真相を見抜いた」 là vị ngữ kết quả của câu diễn tả việc thấu suốt bản chất sự việc."
"なきゃ","","N4","①早く行かなきゃ間にあわない。","「早く真実を白状しなきゃ、警察に通報するぞ」と彼は脅した。","「早く真実を","白状","しなきゃ、","警察に","通報するぞ」","と彼は脅した。","1. 「白状」 là danh từ ghép với động từ する. 2. 「しなきゃ、」 là dạng rút gọn khẩu ngữ của しなければ, đặt điều kiện giả định phủ định (nếu không thú nhận). 3. 「警察に」 chỉ đối tượng tiếp nhận hành động báo cáo. 4. 「通報するぞ」 là vị ngữ thể hiện sự đe dọa mang sắc thái mạnh mẽ kết thúc lời thoại trích dẫn trực tiếp."
"なくしては","Nなくしては","N2","①親の援助なくしては、とても一人で生活できない。","国民の信頼なくしては、政治改革は成し遂げられない。","国民の","信頼","なくしては、","政治改革は","成し遂げられない。","","1. 「信頼」 là danh từ đóng vai trò điều kiện tiên quyết. 2. 「なくしては、」 là cấu trúc ngữ pháp chỉ điều kiện cần duy nhất (nếu không có... thì không thể), vế sau bắt buộc đi với phủ định. 3. 「政治改革は」 làm chủ đề chính chịu tác động phủ định ở phía sau. 4. 「成し遂げられない」 là vị ngữ ở thể khả năng phủ định hoàn thành câu."
"なくちゃ","でなくちゃ A一くなくちゃ V－なくちゃ］","N4","①勉強しなくちゃ怒られる。","この事件を解決するためには、私が犯人と直接会わなくちゃいけないと彼女は決意した。","この事件を解決するためには、私が犯人と","直接","会わ","なくちゃ","いけない","と彼女は決意した。","1. 「直接」 là trạng từ bổ nghĩa phương thức cho động từ hành động. 2. 「会わ」 là thể phủ định chưa hoàn chỉnh của động từ 会u. 3. 「なくちゃ」 là cấu trúc biến âm khẩu ngữ của なければ biểu thị nghĩa phải thực hiện hành động. 4. 「いけない」 kết hợp với なくちゃ tạo thành mẫu ngữ pháp bắt buộc hoàn chỉnh (phải làm gì đó)."
"なくて","でなくて A－くなくて V－なくて","N5","①検査の結果、ガンでなくて安心した。","今日の天気は寒くなくて、とても歩きやすかった。","今日の","天気は","寒く","なくて、","歩きやすかった。","","1. 「天気は」 là chủ đề được người viết miêu tả. 2. 「寒く」 là dạng liên dụng của tính từ đuôi -i 寒い. 3. 「なくて、」 đứng sau thể phủ định liên kết của tính từ để biểu thị mối quan hệ nguyên nhân - kết quả (vì không lạnh nên...). 4. 「歩きやすかった」 là tính từ chỉ trạng thái dễ chịu, thoải mái sau đó kết thúc câu."
"なくては","でなくては A－くなくては V－なくては","N3","①我慢強い人でなくては彼女と付き合うのは難しい。","このような危機的な状況下では、強い意志を持つリーダーでなくては乗り越えられない。","このような危機的な状況下では、","強い意志を","持つリーダー","でなくては","乗り越えられない。","","1. 「強い意志を」 làm tân ngữ cho hành động sở hữu. 2. 「持つリーダー」 là cụm danh từ trung tâm làm đối tượng điều kiện. 3. 「でなくては」 là mẫu ngữ pháp gắn sau danh từ biểu thị điều kiện cần thiết duy nhất (nếu không phải là... thì không thể). 4. 「乗り越えられない」 là vị ngữ ở thể khả năng phủ định thể hiện kết quả không mong muốn nếu thiếu đi điều kiện đó."
"なくてもいい","でなくてもいい A－くなくてもいい V－なくてもいい","N4","①時間はたっぷりあるから、そんなに急がなくてもいいですよ。","「今は無理してすべてを話さなくてもいいですよ」と記者は優しく言った。","「今は無理して","すべてを","話さ","なくてもいい","ですよ」","と記者は優しく言った。","1. 「すべてを」 làm tân ngữ cho động từ 話す. 2. 「話さ」 là thể phủ định chưa hoàn chỉnh của 話す. 3. 「なくてもいい」 đi sau thể phủ định để biểu thị sự cho phép hoặc không bắt buộc phải thực hiện hành động (không cần... cũng được). 4. 「ですよ」 là trợ từ cuối câu biểu thị sự bảo đảm, trấn an người nghe trong lời đối thoại."
"なくともよい","でなくともよい A－くなくともよい V－なくともよい","N3","①履歴書は自筆でなくともよい。ただし、その場合は最後に押印、署名のこと。","今回の企画への参加は、必ずしも実名でなくともよいとされている。","今回の企画への参加は、","必ずしも","実名","でなくともよい","とされている。","","1. 「必ずしも」 là trạng từ thường đi kèm với phủ định để thể hiện nghĩa không nhất thiết phải làm gì đó. 2. 「実名」 là danh từ điều kiện. 3. 「でなくともよい」 đi sau danh từ thể hiện sự cho phép chính thức, không bắt buộc (không cần là... cũng được) trong văn phong trang trọng. 4. 「とされている」 là cấu trúc truyền đạt quy định, hiện trạng khách quan trên báo chí."
"なくもない","動詞の否定形や形容詞「ない」の連用形を受けて、そのようなことが全くないわけではなく、それが存在したり成立することもあるという意味を表す。「ないこともない」「ないでもない」とも言う。V－なくもない","N2","①A：お酒は召し上がらないんですか。B：飲まなくもないんですが、あまり強くはありません。","彼の突然の行動の理由について、私も少しは理解できなくもないと呟いた。","彼の突然の行動の理由について、","私も","少しは","理解でき","なくもない","と呟いた。","1. 「私も」 đóng vai trò là chủ ngữ tự nhận thức. 2. 「少しは」 là cụm phó từ bổ nghĩa mức độ ít ỏi nhằm giảm nhẹ tính khẳng định. 3. 「理解でき」 là dạng liên dụng của thể khả năng động từ 理解できる. 4. 「なくもない」 đi sau thể phủ định tạo nên cấu trúc phủ định kép (không phải là không thể hiểu/có thể hiểu được chút ít), thể hiện sự thừa nhận dè dặt, tinh tế của nhân vật."
